code;name;fkko_code;hazard_class;description
FKKO-22217611425;Пыль газоочистки при проходке подземных горных выработок дроблением скальных пород, не содержащих полезные ископаемые, при добыче медно-цинковых руд;2 22 176 11 42 5;5;
FKKO-22218111394;Осадок нейтрализации карьерных и подотвальных сточных вод известковым молоком при добыче медных руд;2 22 181 11 39 4;4;
FKKO-22218211394;Отходы флокуляционной очистки подотвальных вод при добыче медноколчеданных руд;2 22 182 11 39 4;4;
FKKO-22218221394;Отходы (осадок) электрофлотокоагуляционной очистки карьерных вод при добыче медноколчеданных руд;2 22 182 21 39 4;4;
FKKO-22218311614;Ткань фильтровальная из полипропиленовых волокон фильтр-пресса очистки подотвальных вод методом флокуляции при добыче медноколчеданных руд;2 22 183 11 61 4;4;
FKKO-22220000000;Отходы добычи и обогащения никелевых и кобальтовых руд;2 22 200 00 00 0;0;
FKKO-22221000000;Отходы добычи и обогащения никелевых руд;2 22 210 00 00 0;0;
FKKO-22221199205;Вскрышные, скальные породы, отсев песчаника при добыче медно-никелевых сульфидных руд полуострова Таймыр практически неопасные;2 22 211 99 20 5;5;
FKKO-22221211395;Отходы (хвосты) флотационного обогащения медно-никелевых руд;2 22 212 11 39 5;5;
FKKO-22221299395;Отходы (хвосты) обогащения добывающей промышленности медно-никелевых сульфидных руд полуострова Таймыр практически неопасные;2 22 212 99 39 5;5;
FKKO-22222000000;Отходы добычи и обогащения кобальтовых руд;2 22 220 00 00 0;0;
FKKO-22229000000;Прочие отходы добычи и обогащения никелевых и кобальтовых руд;2 22 290 00 00 0;0;
FKKO-22229811412;Отходы кобальто-никелевого концентрата с повышенным содержанием мышьяка;2 22 298 11 41 2;2;
FKKO-22230000000;Отходы добычи и обогащения алюминийсодержащего сырья (бокситов и нефелин-апатитовых руд);2 22 300 00 00 0;0;
FKKO-22231000000;Отходы добычи алюминийсодержащего сырья подземным способом;2 22 310 00 00 0;0;
FKKO-22231111205;Вмещающая (пустая) порода при проходке подземных горных выработок при добыче алюминийсодержащего сырья;2 22 311 11 20 5;5;
FKKO-22232000000;Отходы добычи алюминийсодержащего сырья открытым способом;2 22 320 00 00 0;0;
FKKO-22233000000;Отходы обогащения нефелин-апатитовых руд;2 22 330 00 00 0;0;
FKKO-22240000000;Отходы добычи руд и песков драгоценных металлов и руд редких металлов;2 22 400 00 00 0;0;
FKKO-22241000000;Отходы добычи руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы);2 22 410 00 00 0;0;
FKKO-22241100000;Отходы обогащения руд серебряных и золотосодержащих;2 22 411 00 00 0;0;
FKKO-22241101395;Отходы (хвосты) цианирования руд серебряных и золотосодержащих;2 22 411 01 39 5;5;
FKKO-22241102205;Отходы (хвосты) цианирования руд серебряных и золотосодержащих обезвоженные;2 22 411 02 20 5;5;
FKKO-22241108395;Отходы (хвосты) флотации руд серебряных и золотосодержащих;2 22 411 08 39 5;5;
FKKO-22241111205;Отходы (хвосты) флотации руд золотосодержащих;2 22 411 11 20 5;5;
